ticker,cik
DWSN,799165
OTH,2067767
SGA,886136
STG,1723935
CEV,1074692
MTC,1742518
ALOT,8146
UFI,100726
COEP,1759186
HIT,2019505
CCG,1965473
DWNX,927719
LFT,1547546
HAIAF,1848861
INDO,1757840
GLXZ,13156
NUVR,71557
PODC,1940177
BRID,14177
NSPR,1433607
VRDR,1506929
STKS,1399520
RRGB,1171759
PETS,1040130
LRDC,1442492
CNTM,1895249
GENK,1891856
WYY,1034760
ATYR,1339970
OFS,1487918
DIT,928465
SOTK,806172
JUVF,714712
RIBB,2035016
DDC,1808110
THCH,1877333
CATO,18255
RMCO,1843656
TVGN,1860871
JFU,1619544
PGZ,1557523
SIREF,1577783
SUUN,2011053
DOMH,12239
STSS,1737995
SCLX,1820190
TZOO,1133311
NRXP,1719406
XPL,917225
ATHR,2026353
XTIA,1529113
CXH,847411
IZEA,1495231
FORA,1829280
VRA,1495320
IMAQ,1846235
IFRX,1708688
CWBHF,1750155
LIVE,1045742
INTG,69422
BYSI,1677940
LGCXF,1921582
MLGO,1800392
XCH,1979887
TEAD,1454938
RSF,1644771
PMVP,1699382
CLST,1849867
PMVC,1807765
RITR,1951229
KRFG,774415
DXR,27367
ATHE,1131343
HLP,1855557
DRYGF,2006413
TISI,318833
NUKK,1787518
NKGFF,1839154
TCRX,1783328
STI,1881551
RVI,2085091
MHUBF,1869137
GOCO,1808220
ECOR,1560258
HOUR,1874875
FMFG,1698022
ACRV,1781174
SAFX,2019793
MGX,1785279
SJ,1753673
YIBO,1868395
AIRT,353184
SORA,2033515
BENF,1775734
RFL,1713863
GROV,1841761
NSTS,1881592
RGS,716643
BEAT,1779372
MDWK,1295514
CPPMF,1968617
GCDT,1926293
SMOFF,1538189
UBXG,1888525
BGSF,1474903
FSEA,1943802
LITM,1769697
DBGI,1668010
NEUE,1671284
CLNN,1822791
WBSR,1645155
HMR,2029471
NTRB,1676047
IBAC,1998781
OESX,1409375
CDLX,1666071
HFBL,1500375
ELTK,1024672
EDVR,1917599
PED,1141197
CHEV,1459188
PVL,1520048
GMM,1913749
AWCA,1021917
INKT,1840229
RTGN,1836295
SKLZ,1801661
MXE,863900
MPU,1953021
MDNC,1931055
UCL,1775898
UONE,1041657
BEWFF,1113152
CVGI,1290900
JMM,838131
MDAI,1833498
MI,1958713
BDL,12040
SOGP,1783407
PLNH,1813452
RDAC,2018145
WFCF,1360565
ASPS,1462418
LINK,828146
YYAI,1674440
LPCN,1535955
ALAR,1725332
JETBF,1846084
GRCE,1444192
SPWH,1132105
BRAG,1867834
SELF,1031235
ICCC,811641
BLBX,1567900
GCTS,1851961
ALSAF,1865111
AFCG,1822523
MIRA,1904286
CPIX,1087294
SNTL,889353
GPGCF,1813241
VTSI,1085243
CRVO,1053691
LEAT,1456189
RKHNF,1422532
BATL,1282648
USPCY,1939479
KBSX,2014254
OPHC,1288855
AZZTF,1706404
CVM,725363
DUO,1750593
RCT,2027360
ASRV,707605
OPAD,1825024
AAME,8177
AAPI,1134982
STLE,779227
BEBE,2079933
SCWO,933972
BLGO,880242
AIRG,1272842
HKIT,1742341
CDIX,811222
LOOP,1504678
GMHS,2000530
MDIA,1784254
ISPO,1820566
CVU,889348
AIRE,1859199
EURK,2000410
ORIS,1964664
UEIC,101984
CIGL,2001794
BIOF,1549145
BBBXF,1548958
POSC,844985
MNY,1974044
UAVS,8504
WHEN,943535
TRT,732026
EUDA,1847846
DSWL,946936
LVLU,1780201
KLXE,1738827
AXIL,1718500
VOC,1505413
ALGS,1799448
CSDX,1106861
WBX,1866501
AASP,930245
ATCX,1684688
CRT,881787
INCR,1857030
LOAN,1080340
LVO,1491419
PPSI,1449792
BRFH,1487197
FTII,1889450
FMY,1319183
APT,884269
IBIO,1420720
ELRE,1438461
EQTRF,1635729
ESAUF,1657800
OSTX,1795091
BSPA,2094107
LICN,1876766
SACH,1682220
POAS,2024258
WSTRF,1621906
LOCL,1840780
LONA,1620463
INVU,862651
CYPH,1509745
KWM,2000756
NSRX,2029039
ALCY,1901336
WELNF,1877557
ABVC,1173313
GNS,1847806
SDM,2014955
STKE,1846839
FKWL,722572
KANP,1230058
PDSB,1472091
QTTB,1661998
BREZ,2095443
LITB,1523836
OAKV,1865429
INUV,829323
NRXS,1933567
TIL,1789769
LITS,1262104
PLUT,1933021
DMYY,1915380
ESHA,1918661
QRHC,1442236
SRLZF,861972
QSEP,1103795
TPCS,1328792
ZYBT,1975641
IBO,1834105
CULP,723603
KCCFF,1726906
HCMC,844856
HGBL,849145
FORL,1936255
INMB,1711754
SMXT,1519472
BKHA,2000775
BRIA,2000230
TRXA,1437750
PSQH,1847064
CNTY,911147
LASE,1807887
TCBS,1849466
NAMI,1967631
DXST,1958133
RAVE,718332
ZENV,1836934
NEPH,1196298
MAXN,1796898
XHG,1769256
ASFH,1828748
TLPH,1427925
ATCMF,1567663
GGR,1886190
ONMD,1849380
HIRU,925779
TLYS,1524025
CMBM,1738177
KNGRF,1191832
OCC,1000230
JG,1737339
UMEW,1114936
JSPR,1788028
SKBL,2031009
KZR,1645666
SAGGF,1727370
YI,1738906
QZMRF,811522
DYNR,1111741
NMTC,1500198
SPCB,1291855
TELO,1971532
WTHVF,1562530
RMTI,1041024
SODI,91668
FTEK,846913
FSTJ,1525306
DFLI,1847986
NTRP,788611
AGH,2009312
KSCP,1600983
RCON,1442620
BHIC,1784440
CING,1862150
JANL,1133062
GDHG,1928340
NHTC,912061
TELA,1561921
SCOR,1158172
ICCM,1584371
YXT,1872090
WKHS,1425287
SDST,1831979
FUSE,2033383
ETST,1538495
VPLM,1410738
LHSW,2004024
THH,2044241
QETA,1978528
REFR,793524
VERU,863894
RYM,1800637
PRPO,1043961
EMGDF,1790607
GRF,850027
APLM,1944885
GROW,754811
CHAI,1649009
ELUT,1708527
PSTV,1095981
FCO,876717
BOF,1962481
AIB,2070542
GAME,1714562
CNVS,1173204
ZDGE,1667313
ACFN,880984
RYDE,1971115
IMTCF,1288268
SST,1805833
UPLD,1505155
XLO,1840233
KOSS,56701
TECTP,1766526
TDTH,1983550
PRT,1724009
TETEF,1900679
PXLW,1040161
MMA,1981519
RLEA,1893657
MGLD,1005101
BAYA,1969475
GLTO,1800315
USREF,2037786
HAFG,1367993
FTHM,1753162
RNTX,1420565
ATRA,1604464
BCG,1953984
CTSO,1175151
SEV,1786471
TVRD,1346830
ESLA,1844417
PGZFF,1566073
SEOVF,1491434
PLSM,2064764
ICMB,1578348
SSGC,1584693
LSTA,320017
RDGT,1856084
YJGJ,1699709
UFG,2021688
MKTW,1805651
WGRX,2030763
HOLO,1841209
PASG,1787297
POCI,867840
RDI,716634
AWRE,1015739
ATNM,1388320
LGL,61004
RPMT,1437283
CVV,766792
JRSH,1696558
AMOD,1862463
PHUN,1665300
OMH,1944902
SIF,90168
NXTC,1661059
BZDLF,1527038
PTNT,911216
DXLG,813298
RADX,1949257
RYES,1424864
BTAI,1720893
BDMD,1982444
NTWK,1039280
OKUR,1637715
VTYB,1509302
TOON,1355848
MSSAF,1882464
FOFO,2060083
GKOR,1474558
ELWT,2063863
ATCH,1963088
FIEE,1467761
GBIO,1733294
EDRY,1731388
IPWR,1507957
BESS,1066764
ABLV,1957489
VVPR,1681348
OAKU,1945422
HWAUF,1817161
KARX,1729637
PMEC,1891944
RYET,1873454
CXXIF,831609
USIO,1088034
CPOP,1807389
ANEB,1815974
SVRN,1869467
LRRIF,1992500
TACT,1017303
SWAG,1872525
MBBC,1835385
TOP,1848275
LTRN,1763950
INIS,1038277
EZGO,1806904
CNF,1733868
LPSN,1102993
KNRX,1982960
WPRT,1370416
MTWO,1753373
FARM,34563
STLNF,1729653
ACCS,843006
CELU,1752828
MODD,1074871
KFFB,1297341
PSIG,1997201
PXS,1640043
USGDF,1726159
MYO,1369290
TAOX,1571934
COHN,1270436
GNTA,1838716
BHM,1903382
APWC,1026980
LISMF,1643715
BEEM,1398805
CLIR,1434524
USEG,101594
INLX,1081745
HURA,1498382
STRR,1210708
BHAT,1759136
NDLS,1275158
KDOZF,1318482
OTLC,908259
FEMY,1339005
RVPH,1742927
ASPC,1890361
MCAG,1859035
AACG,1420529
UNXP,1751707
PYRGF,1743344
GLBS,1499780
PRTS,1378950
CREX,1356093
LEE,58361
LSBCF,1946399
RYOJ,2012600
VNCE,1579157
LSF,1650696
JDZG,1976908
RGNT,1912966
CUE,1645460
FMST,1935418
MRMD,1522767
SKYE,1516551
NTZ,900391
KYNB,921299
BZFD,1828972
IEHC,50292
MDBH,1934642
IGTA,1866838
BLIV,1982448
WBQNL,1785494
VEEA,1840317
SCYX,1178253
WIMI,1770088
RGCCF,1918151
GDSRF,1427901
EVAX,1828253
GIFT,1760233
RAND,81955
GSIW,1954269
KMRK,2049187
CFND,2044327
ANTX,1880438
RDGL,1449349
GWH,1819438
RNXT,1574094
EPOW,1780731
PRKR,914139
HYEX,1630176
VNRX,93314
IBATF,1786318
GTHP,924515
HOWL,1785530
DTST,1419951
NEON,87050
NAAS,1712178
BIRD,1653909
SFCO,1831523
JSDA,1083522
HLEO,1953988
QNTO,1391933
DYAI,1213809
OTLK,1649989
ORGN,1802457
BMNM,1275477
CRWS,25895
ORIO,1602842
VRHI,2078149
REVFF,1002366
TKRFF,1368845
PLAG,1117057
VGES,1746119
YQ,1821468
HERZ,880406
XOS,1819493
APAAF,1419336
KPLT,1785424
BHSIF,1432588
RITE,1096296
BOSC,1005516
FLUX,1083743
TBMC,1934945
HCHL,2046656
PETV,1512922
ZBAO,1966750
FOXX,2013807
CIF,833021
BCTX,1610820
ITHUF,1643154
CLRCF,1903392
EPSM,1883437
HRGN,1563665
PLUR,1158780
PC,1998056
UG,101295
REED,1140215
WAVE,1846715
KDKGF,872699
AUST,1817740
MDCX,1997296
TTIPF,1877778
MGN,1995075
BRNS,1828185
POM,1877971
SURG,1392694
KTCC,719733
VASO,839087
AMBI,1937441
NTIP,1065078
HYPD,1682639
NSFDF,1009922
RSMXF,1858994
LIXT,1335105
EHSI,1089815
WNDW,1071840
AVNI,1113313
SFRX,1106213
PRKA,1297937
GNVR,1792941
EKSO,1549084
ILAL,1657214
BMR,1899005
HSPOF,1946021
ASTI,1350102
ZLME,1489300
SER,1708599
RSRV,83350
SELX,1990950
ZGM,2011458
BONXF,1544770
AEON,1837607
CLPS,1724542
DAIO,351998
TBHC,1056285
IINN,1837493
JUNS,1679628
XCUR,1698530
NYC,1595527
NOM,899782
TXMD,25743
CNOBF,1683408
BAFN,1649739
SNTI,1854270
SNAL,1886894
RDGMF,1820025
JOB,40570
IGC,1326205
CCEL,862692
LSH,1996192
EMCGF,1869601
LNZA,1843724
RAPH,1415397
CRMZ,315958
YSXT,1993463
NINE,1532286
HNOI,1342916
VNTG,2027160
VIPZ,1832161
FATN,1993400
BOLD,1782303
KLNG,1110607
RLYB,1739410
NRSN,1875091
ANGH,1871983
AYTU,1385818
DSY,1999297
CNTMF,1758124
PRZO,1916241
AHT,1232582
DARE,1401914
SPND,867038
HBIO,1123494
IRIX,1006045
LHAI,2017758
WNW,1787803
TIGCF,1387473
PSHG,1481241
IVFH,312257
PAPL,1938109
PFSB,1967656
IVF,1417926
JGLDF,1686000
AERT,1853044
STCB,1539850
PFAI,2032755
KPEA,1502557
CREG,721693
MSAI,1863990
RMXI,1970743
SCIA,830616
ZKIN,1687451
ZEFIF,1945138
WRPT,1842138
NSYS,722313
BNKK,1760903
CLGN,1631487
MNDO,1119083
AAQL,1672571
RECT,1995116
PEVM,1879848
UTSI,1030471
FBLG,1958777
TINFF,1864597
TARSF,1409036
SAGT,2029138
NXTT,1784970
NAII,787253
PAYD,1017655
TOPS,1296484
LEEEF,1711141
WYHG,1999860
VTGN,1411685
CLOQ,1437517
GMVMF,1495730
WCT,1990251
STLY,797465
RAIN,2028293
INTZ,736012
MILIF,1866460
IOBT,1865494
ZJYL,1837821
MLSS,855683
IPM,1355839
PHNMF,1720553
ARKR,779544
DOGZ,1707303
VAUCF,1723047
BTOC,1972529
GDST,1858007
CHOW,2041829
NNVC,1379006
MRKR,1094038
INTS,1567264
AUID,1534154
TLF,909724
CISO,1777319
AAUAF,1015647
CKX,352955
NRDE,1759546
POWMF,1988634
NIXX,1462223
SNYR,1562733
PMN,1374339
NOTE,1823466
APUS,1894525
ECRO,1300317
ROMJF,1742195
VRAR,1854445
KAYS,1530746
MXC,66418
FEDU,1709819
HHS,45919
TRAW,1130598
RMCF,1616262
KLTO,1907223
SPEX,2099188
PMHS,1265521
MYND,1708441
FENG,1509646
JVA,1007019
NEUP,1191070
RVSN,1743905
PVCT,315545
LGPS,2040290
RVP,946563
UUUFF,2056751
MOBX,1855467
MSGM,1821175
ACPS,1133116
GREE,1844971
ADGM,2006986
CBSTF,1776738
HAO,1954594
HUIZ,1778982
UPYY,1677897
ACCL,2038378
AQUC,1861063
ABIT,1095146
GTEC,1735041
NWGL,1948294
BKUCF,1463978
CTRM,1720161
YTFD,1311673
IDAI,1718939
QCLS,1321834
CHKR,1524769
TC,1743340
WETH,1826660
VVOS,1716166
NCEW,1968043
NMEX,1415744
BCAB,1826892
EBON,1799290
SCNX,1382574
INAB,1740279
BRLS,1852973
VBIX,797542
LRE,1888980
DLPN,1282224
TWNP,2011954
GYRO,1589061
GNOLF,1261002
QNTM,1771885
GTBP,109657
NGLD,1605481
LNAI,1527728
SNNF,2072421
BTTC,2034400
SGRP,1004989
JPOTF,1061612
GUER,1832487
ZCRMF,1425061
KTTA,1841330
COOT,1959994
PDC,1944399
NVNI,1965143
TRSG,1943444
BFNH,1310488
MOBQ,1084267
EONR,1842556
LEXX,1348362
COPAF,1420049
EQS,878932
NNUP,888981
COCH,1840877
WKSP,1096275
YHC,1843165
REE,1843588
ALLR,1860657
WLFFF,1544883
SLTN,1508786
TBTC,1090396
RNGE,1438943
AHNRF,1304409
CCTC,1477960
MMTIF,1085921
SWVL,1875609
RCG,919567
DUKR,1638911
VYNE,1566044
CAHO,1678105
SPRS,747540
ALUR,1964979
AUIAF,1568183
BLTH,1487718
GAUZ,1781446
GOVB,1978811
CCM,1472072
IONI,1580490
MOVE,1734750
BDCO,793306
KNDYF,1703292
CAPT,1967478
COSM,1474167
MVO,1371782
HIND,1427570
CCOOF,1853599
ITRM,1659323
EHLD,2032779
SPST,1192323
NXPL,1058307
ULTHF,1850269
HUDI,1791725
MWYN,2030522
NOTV,720154
SLAI,1517496
AIJTY,1713923
TRBMF,1406944
GRNQ,1597846
TSE,1519061
IRVRF,1666782
CVKD,1937993
AWHL,926617
LDDD,1892316
OSRH,1840425
LIMN,1971387
FRECF,1816133
HCAI,1958399
TRIB,888721
AUSI,826253
CRVW,1377149
ADIA,1160420
BGI,1179821
SPPL,1948697
INIKF,1928722
ZEOX,1557376
IEGCF,1537317
BON,1816815
CTXR,1506251
CETX,1435064
LIQT,1307579
MSW,1956166
UECXF,1834607
ABCP,20639
USEA,1912847
FDCT,1722731
SOPA,1817511
FTRK,2027262
PBMLF,1319150
AGPU,1446159
CSAI,1709628
KLGDF,1901931
LIMX,1803977
BHV,1169034
MSBB,1967306
EDTK,1782309
CRWE,1103833
KALA,1479419
AIRI,1009891
GIGM,1105101
RBOT,1812173
IZM,1854572
ELOG,2013320
TMDE,2009714
GEBRF,1570843
VSEE,1864531
AQMS,1621832
GWTI,1572386
MGIH,1903995
CYN,1874097
APYP,1568969
CLIK,2020027
LESL,1821806
TJGC,1969928
LGCB,1969401
MOGU,1743971
NIOMF,1937453
CASI,1962738
APCX,1070050
BASA,1448705
UEEC,1096938
SEGG,1673481
LILIF,1689448
CLRO,840715
PN,2001288
HOTH,1711786
MAPPF,1493130
SAIH,1847075
LEDS,1333822
BNZI,1826011
ELECF,1817083
BFGFF,1836503
JF,1716338
PFHO,1138476
TOPP,1960847
SMSI,948708
GITS,1911545
PLRZ,1893645
QNRX,1671502
ZSPC,1637147
BRKCF,1019742
AITX,1498148
NRIS,1603793
ELSE,351789
WATT,1575793
CLRB,1279704
KAPA,1962011
PCSV,1122020
VRME,1104038
BNGO,1411690
TKLF,1836242
BMGL,2004489
IPST,1788230
SOS,1346610
NEWH,1371128
IMG,1527613
TOMZ,314227
MRAI,1844392
BRN,10048
MTEX,1056358
QYOUF,1650287
BLRX,1498403
TPST,1544227
COCP,1412486
BTCT,1796514
REBN,1707910
BCDA,925741
ENGS,1971828
BLMH,1996210
DLXY,2025218
WETO,1941158
MBAI,1610590
SFHG,1926792
CSRIF,1928345
WVVI,838875
MTEK,1872964
SKKY,1546853
MBRX,1659617
AMS,744825
RAY,1948443
CIIT,1557798
IQST,1527702
CENN,1707919
SNGX,812796
MDRR,1654595
PMNT,1849221
BOLT,1641281
CFOO,1310630
GFAI,1804469
JL,1948436
APLT,1697532
AIFF,803578
LBGJ,1896425
YYGH,1985337
SINT,1269026
MRM,1819704
FEBO,1957001
ZCMD,1785566
HLRTF,1418149
QMCI,1101433
MNTS,1781162
FGI,1864943
URZEF,1398713
SXTC,1723980
PEXZF,1254435
TAOP,1552670
CVR,19871
EFOI,924168
NXGL,1468929
LTUM,1415332
NCEL,1783036
GTIM,825324
ARTW,7623
ALDS,1755101
SNSE,1829802
BNET,875729
PBSV,1304161
STKH,1828098
AGAE,1708341
IMNN,749647
LGVN,1721484
ITOC,1970544
CRIS,1108205
SUND,1171838
SPHL,2002236
HIGR,1807616
TWOH,1494413
RBNE,2039060
SDCH,1022505
EDUC,31667
FXBY,1068897
PTLE,2016337
PETZ,1684425
HLYK,1680139
BGAVF,1500620
PLCKF,1848782
ENDMF,1524326
SABOF,1896752
KTEL,845819
CABR,2020737
LFWD,1607962
IMIMF,1866146
GNLN,1743745
RLBY,34285
KXIN,1713539
AIMD,1014763
MKDW,1991332
JBDI,1964314
RMSL,1412126
CVAT,1376793
DAIC,2033770
MWG,1941500
LPSIF,1472466
SBDS,1870600
BRGX,1593184
XAIR,1641631
STSBF,1307926
EDSA,1540159
EVTV,1563568
FLGC,1790169
SVBL,1031093
PHIO,1533040
UUU,102109
BFRI,1858685
GRDX,1604191
ABTS,1864055
TLIH,1982012
FTFT,1066923
FBGL,1938534
SNTW,1619096
HWH,1897245
MYNZ,1874252
NXL,1527352
GELS,1920092
BRQL,1854526
ELDCF,1572236
GARWF,1403870
HGTXU,862022
MVNC,1439264
VCGMF,1650196
IHT,82473
GSUN,1826376
BMXI,1122993
DSS,771999
SVRE,1894693
OCLN,1419793
IOTR,1997637
REDRF,1898404
RMSG,1983324
INBS,1725430
USAQ,856984
QTI,1844505
RNAZ,1829635
FCCI,1807689
CMMB,1534248
HSCS,1468492
APHP,1771995
PHGE,1739174
MOJO,1414953
WFF,1980210
MCUJF,1133519
AWX,1061069
VERTF,1178526
XHLD,2030954
TNON,1560293
SRXH,1471727
BBGI,1099160
INBP,1016504
ECTM,1487798
CPIVF,1712294
GULTU,1565146
LDDFF,1919776
TPET,1898766
CNFN,1352952
STTDF,1815128
ARBB,1930179
CXAI,1820875
INTI,1042418
SKYQ,1812447
TGHL,2024114
BLIN,1378590
AMZE,1880343
BITTF,1028357
CLWT,1026662
AMLM,1356371
SNES,1680378
DTSS,1631282
TURB,1963439
MMCP,1879293
INTJ,1916416
SRGZ,1401835
CURX,2025942
EVGN,1574565
ORESF,1481857
SEED,1321851
AKTX,1541157
ALRTF,1930419
JYD,1938186
QURT,1549631
SSM,1840416
CUPR,1995704
BRTX,1505497
GDTC,1873093
USIC,1940366
ADXN,1574232
INHD,1961847
LUDG,1960262
XTKG,1754323
SCKT,944075
ANY,1591956
FLYE,1975940
ACUT,1850767
PMCB,1157075
MARPS,62362
CEIN,1309082
PAXH,1350156
YHGJ,1042187
APMCF,1628935
PULM,1574235
CCHH,2074123
GXAI,1895618
BANL,1914805
CJMB,2032545
KRKR,1779476
CWD,1627282
CRCW,1688126
TBH,1903595
HKPD,2007702
ICU,1831868
BTBD,1718224
TRRFF,1713979
GPUSF,1708160
STME,1493712
JTAI,1861622
BIVI,1580149
GPMTF,1677084
AGRZ,2009233
ERNA,748592
WLDS,1887673
MTR,313364
PRSO,890394
SONM,1178697
PFSA,1859807
AMST,1807166
OST,1803407
FAMI,1701261
NTCL,1927578
SRRE,1083490
RTCJF,1381074
ADTI,1420924
VRSSF,1879001
ETS,2053641
OLOX,1023994
FNFI,1065823
INEO,1933951
CYCU,1868419
BTCY,1630113
MTVA,1638287
DROR,1282980
NCRA,1756180
CRE,2003977
CPCPF,1868050
TDIC,2041338
SOWG,1490161
XELB,1083220
GLGI,1088413
AZI,1959726
SUGP,1969863
TIRX,1782941
TGL,1905956
PRHI,1502292
FLYYQ,1498710
MIMI,1998560
ALZN,1677077
MYSE,1648960
UCAR,1939780
IMRN,1660046
HAMRF,1868866
AVCRF,1355736
JCSE,1905511
NPRFF,1859022
XPON,1894954
AMBO,1494558
DRMA,1853816
VIZNF,1704476
RVYL,1419275
MSN,32621
MKZR,1550913
APVO,1671584
YCBD,1644903
BFRG,1829247
XTLB,1023549
ATON,1095435
ZICX,1465311
ILAG,1814963
PAVM,1624326
PUCCF,1727428
OXBR,1584831
ZTSTF,1047227
OHCFF,1735514
XONI,2040753
GLE,1908705
BBBMF,1829809
SERPY,2075349
GLNS,1375348
JXG,1546383
YMAT,1875016
NROM,709005
NGTF,1593001
KITT,1849820
IDXG,1054102
CVSI,1510964
FOFA,1871181
LMRMF,1588837
LOBO,1932072
AAUGF,1905688
KPRX,1372514
WYGC,723533
ITHR,1919191
MITQ,1770236
LDWY,875355
IVDN,1190370
KIQSF,1161814
BICX,1443863
INLF,1991592
HYFM,1695295
HTOO,1819794
TOGI,1349706
ATER,1757715
XERI,1481504
APM,1734005
BQ,1815021
AITTF,1520556
MBIO,1680048
SVUHF,1973368
EHGO,1879754
CELZ,1187953
RLYGF,1829538
MGRX,1938046
MFON,1447380
ODYY,1626644
YOTA,1907730
HTCR,1892322
BMRA,73290
WAFU,1716770
TOVX,894158
JCTC,885307
NWTG,1934245
ARCI,2083910
PIAC,845385
PCSA,1533743
BVAXF,1882559
EDHL,2024876
PCMC,1141964
SLE,1621672
CLDI,1855485
PWDY,1435617
ONEI,1388295
IMCC,1792030
SYNX,1976443
GURE,885462
SYBX,1527599
TCRI,1481443
CETY,1329606
SSKN,1051514
CMGHF,1169760
LUCY,1808377
MSS,1892292
SCND,87802
XCRT,1138586
HUBC,1905660
JZ,1852440
CHR,1738758
DXYN,29332
TWG,1978057
SKAS,1128281
IFBD,1815566
EWSB,2013792
RDHL,1553846
NZERF,1509705
BABB,1123596
DKI,2058584
GTII,356590
STAK,2002453
NVNO,1661053
NCT,2018529
WAST,1515139
EUEMF,1993599
CLNV,1391426
PMAX,2012096
PPBT,1614744
HXHX,1936817
TCRT,1107421
BNBX,744452
SLXN,2022416
CPHI,1106644
ADVB,1941029
MEGL,1881472
GPOX,1673475
BCLI,1137883
YJ,1759614
SNTG,1810467
LNKS,1972074
BCUFF,1477201
STAI,1994624
BGLC,1737523
FCUV,1590418
YAAS,1964946
DTCK,1949478
MMTRS,66496
ADIL,1513525
ASBP,1847345
FMFC,2024656
NDRA,1681682
CMHSF,1889352
FGHFF,1754180
ACXP,1736243
ASTC,1001907
SBFM,1402328
CNRCF,1996586
MFBI,2024899
SXTP,1946563
FTSP,1319643
LCTC,1493137
KIDZ,2022308
SKK,1991261
VS,1701963
GLVT,1693687
STFS,2003061
TANH,1588084
AIEV,1912582
ESHSF,1907622
MGAM,1886362
SRCO,318299
HCWC,1948864
ADMT,849401
WTER,1532390
NCPL,1414767
LGCL,1954694
KLYG,1372114
LMFA,1640384
CODX,1692415
EEIQ,1781397
TWAV,746210
KWIK,1884164
BIAF,1712762
CLEV,1414382
BTOG,1735556
OFAL,2036307
APRE,1781983
PRSI,79661
LCFY,1875547
SPFX,1807893
XBIO,1534525
CBIH,1411057
GGLXF,800523
KRTL,1288614
VYND,1745078
LAZRQ,1758057
SNOA,1367083
PAIYY,1757143
DEVS,1854480
FUNI,1502966
IPSI,1591913
RPGL,1912884
GBUX,1169138
ELVG,1741489
CAPS,887151
PAVS,1751876
CYCN,1755237
NCNA,1709626
PURE,1006028
AVPMF,1445467
GV,1892274
ADMQ,1588014
WHLT,1025771
IPW,1830072
SOAR,1853070
ABP,1893219
AIHS,1711012
HVGDF,921968
ICON,1995574
BKYI,1019034
SDOT,1701756
VSME,1951294
DCOY,1615219
MIGI,1218683
RHEP,1004724
MASK,1993097
BUDZ,1393772
THURF,1536811
ENZN,727510
GIBO,2034520
DQWS,1652561
PGOL,1080448
NISN,1603993
IPDN,1546296
PUBC,1575858
CPMV,836564
GEGP,1081188
BRWC,1873213
JEM,2018222
VEST,1594968
BETRF,1464165
VSTD,1898604
YDKG,1413745
ULY,1603652
CHNR,793628
MAGE,1515317
SILO,1514183
BIYA,1944712
GOVX,832489
AUMN,1011509
SRKZF,1723455
MHUAF,1835615
RKDA,1469443
SSEBF,1771039
MLEC,1937737
SNRG,1652539
CNEY,1780785
EMBYF,1487615
FAT,1705012
BPPTU,850033
AERA,1605331
CRUCF,1734427
FDXTF,1970125
HIHO,1026785
AEHL,1470683
JWEL,1805594
FECOF,849997
UK,1821424
DSNY,1099369
TGNT,846377
ATPC,1713210
ORKT,1979407
CTTH,1035422
VIVS,1497253
XXII,1347858
ZDPY,1279620
PHIL,704172
POLA,1622345
HMBL,1119190
SMTK,1817760
PASW,1897532
GLMD,1595353
TRCK,1045942
MTNB,1582554
NCL,1923780
OLB,1314196
BIXT,1445815
LXEH,1814067
ENVB,890821
IVDA,1397183
NVSGF,1415758
BAOS,1811216
LBSR,1172178
NCI,1916331
GHST,1121795
RMESF,1358654
GLXG,1905920
CDTG,1793895
PNYG,1784058
APTOF,882361
INDP,1857044
XITO,1651932
FRSX,1691221
NVGLF,1607807
NTRX,1363598
SQFT,1080657
NYMXF,1018735
GBR,105744
TOFB,730349
DRCT,1880613
SGLY,1422892
RAKR,1872292
CANF,1536196
HCWB,1828673
AIXN,835662
ONFO,1825452
ASNS,1141284
AAMTF,1327899
GIPR,1651721
QWTR,1487091
GWAV,1589149
ATXG,1650101
ELAB,1840563
CNET,1376321
FCHL,2023796
KCRD,1696025
AIPG,1289047
VSBGF,1757207
DFSC,1889823
NITO,1789192
CMND,1892500
WAI,1938865
BRQSF,1650575
SHPH,1757499
ABCFF,1284237
SBLX,1086745
BYAH,1986247
GEDC,1174891
SHFS,1854963
GNPX,1595248
AQB,1603978
WXM,1979610
EGMCF,1199392
ACON,1635077
SPRC,1611746
GLABF,1940016
BGMS,1130166
PPCB,1517681
CTNT,1951667
VMAR,1813783
ITP,1358190
XRTX,1729214
WHLR,1527541
GREH,1084937
AIXI,1935172
ARTL,1621221
BLIS,1703625
VYCO,1424768
CYAN,768408
SUNE,22701
MEHA,1837254
MTEN,1948099
AGMH,1705402
AIM,946644
FTEL,1928581
CNSP,1729427
VTAK,1716621
IWSH,1279715
CCTG,1931717
VCIG,1930510
SCNI,1611747
NUWE,1506492
LIFD,1391135
GRHI,894501
CDIO,1870144
ISPC,1558569
ROYL,1694617
OGEN,1174940
XYLB,1577351
ZPHYF,1613979
RETO,1687277
RUBI,1943421
ZONE,1956741
BZYR,724445
VIVC,1703073
VEEE,1855509
IMTE,1668438
UGRO,1706524
WBUY,1946703
TIVC,1787740
MWAI,1520118
NVVE,1836875
CREV,1960208
PW,1532619
MDLK,1611046
WORX,1674227
AKAN,1888014
MNDR,1976695
CMCT,908311
DOGP,1360442
IBG,1924482
CLRI,1362516
GCTK,1506983
AUUD,1554818
REVB,1810560
KSEZ,1945619
SETO,794998
ENSC,1716947
JFBR,1885408
AZTR,1701478
ALTX,775057
LYRA,1327273
MYSZ,1211805
OCG,1776067
BBLG,1419554
INM,1728328
FGL,1989930
ALBT,1630212
TUTH,1178660
JAGX,1585608
